Geneid,tir1_d3_rep3,tir1_d3_rep1,tir1_d7_rep5,tir1_d7_rep4,tir1_d7_rep6,tir1_d3_rep4,tir1_d7_rep2,tir1_d7_rep1,tir1_d7_rep3,wt_d7_rep4,wt_d7_rep1,wt_d7_rep2,wt_d3_rep1,wt_d3_rep2,wt_d3_rep4,wt_d7_rep3
4933401J01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26206,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xkr4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37363,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37686,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0
Gm1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38148,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19938,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38385,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0
Gm27396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37381,9,0,0,0,4,0,0,0,0,0,73,19,0,0,0,0
Rp1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
Gm6101,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0
Gm37483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sox17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7357,0,0,2,1,0,0,1,0,2,53,0,0,0,0,3,2
Gm22307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7369,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0
Gm6085,249,214,96,176,174,174,171,180,125,169,177,146,203,256,170,184
Gm6119,0,0,1,0,0,0,0,0,1,25,4,25,0,0,0,0
U6,149,196,87,135,136,230,49,122,53,45,86,254,51,107,135,197
Gm2053,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0
Gm6123,26,31,29,21,50,140,57,33,30,37,20,33,31,54,42,31
Mrpl15,8138,7113,7866,8389,8689,7223,8048,8035,7282,7372,6010,6947,8156,6894,7779,6964
Gm37144,1,10,2,5,7,2,10,5,3,2,3,2,4,4,3,4
ENSMUSG00000120403,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0
Lypla1,6134,7010,12293,11216,11091,10008,10954,8545,12041,8846,8425,7492,8600,7692,10479,12150
Gm37988,0,8,8,1,11,8,1,9,5,4,2,3,4,0,14,2
Tcea1,4470,4993,10853,7535,9252,8186,8972,7634,9515,7226,5812,7005,6301,5437,7019,7584
Gm6104,3,6,3,3,1,8,0,10,3,1,1,5,2,2,3,5
Gm37277,0,0,0,0,0,1,2,0,0,0,0,0,0,22,2,0
Rgs20,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0
Gm17100,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
Gm37079,59,0,0,1,0,0,0,0,0,0,0,44,0,0,0,0
Gm16041,0,0,0,0,0,0,0,0,0,0,138,0,0,0,3,12
Gm17101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp6v1h,6884,8562,10228,9344,10588,7702,8976,9266,8221,8012,6622,6141,7342,7048,8363,9669
Gm7182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38264,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Oprk1,0,0,0,0,0,0,0,10,0,0,66,0,0,0,0,0
Gm36965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002076544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm37429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npbwr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4732440D04Rik,214,322,197,168,221,134,110,128,156,36,116,114,89,249,191,191
Rb1cc1,1775,984,5218,3348,3677,4214,3101,3856,3251,3210,2353,3441,2308,1409,4212,4561
Alkal1,1,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0
Gm2147,0,1,1,1,1,3,1,0,2,0,1,1,0,1,1,0
Gm7417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19026,2,0,1,1,0,0,0,0,0,0,29,14,0,0,25,0
St18,18,0,0,0,8,0,0,0,0,28,61,3,4,0,0,0
Gm42492,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm7449,0,0,0,0,1,0,1,0,1,5,7,1,0,0,0,0
Gm37108,109,91,110,103,116,91,123,114,126,112,119,119,145,163,172,107
Gm37275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37225,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
Gm37489,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Gm5694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000120372,408,802,147,161,183,252,169,190,73,215,150,300,325,370,376,174
Pcmtd1,2595,2879,4720,3544,4317,2922,3592,4250,3697,3060,2687,2384,1900,2701,3621,5181
Gm26983,8,2,16,3,13,7,19,4,9,11,17,15,6,5,2,11
Gm38372,57,0,13,1,11,1,0,0,0,0,4,0,70,0,0,0
Gm9826,2,2,0,5,2,3,1,4,1,2,82,2,10,2,1,9
Nras-ps2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19002,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26901,8,11,4,5,3,8,13,17,11,91,11,12,55,14,7,7
Gm18984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm30414,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
Gm37791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7470,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
Rps2-ps2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Gm38216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sntg1,0,0,0,0,7,0,0,0,0,0,9,0,0,0,67,0
Gm38024,27,0,0,0,0,0,0,0,0,0,42,3,0,0,0,0
Gm16284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002074990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15452,19,1,2,1,0,2,0,1,3,2,0,1,3,1,2,1
Gm36964,56,57,98,96,61,119,88,56,96,102,63,88,76,96,100,85
ENSMUSG00002075967,35,31,55,49,57,42,48,54,44,59,33,45,49,52,63,54
Gm6152,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm7445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7493,0,0,0,0,0,4,1,0,2,1,1,3,0,3,0,0
Gm37629,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Gm38008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm6187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18300,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,2
Rrs1,5080,7831,6329,6164,6819,5230,5239,6332,6040,5939,4737,4426,5038,4238,5678,6032
Adhfe1,0,0,47,19,9,2,24,1,0,19,21,0,41,0,0,0
2610203C22Rik,0,0,0,10,0,0,0,0,0,1,49,0,0,0,0,0
Gm6161,0,0,0,0,0,0,0,0,1,0,16,0,0,1,0,0
Vxn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mybl1,0,0,0,0,5,8,0,5,0,2,3,0,7,68,0,0
Vcpip1,2443,2604,4010,3609,4356,1852,3795,3198,4884,2533,2234,2496,2031,2058,2257,3266
1700034P13Rik,0,0,0,0,0,14,0,0,0,10,72,0,0,0,37,0
Sgk3,2894,2108,5856,4517,5258,4188,4594,4594,4979,5136,3633,3724,3273,3058,3922,5473
Gm6195,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1
Snhg6,436,370,544,560,550,388,534,604,497,328,293,379,441,555,335,341
Mcmdc2,70,1,0,1,2,17,2,8,0,0,103,12,26,20,1,0
Snord87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcf24,0,0,0,0,0,0,2,0,0,0,0,1,0,0,6,0
E330040D14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp1r42,0,0,0,0,0,0,0,0,0,0,19,0,0,9,0,0
Gm15818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000121270,1,1,0,1,2,1,1,0,1,0,1,0,0,3,9,1
Gm24674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cops5,5131,4815,5432,5995,6287,5994,5957,5809,6744,5093,4774,4484,5788,5861,6687,6440
Cspp1,661,521,907,1607,989,853,526,688,687,567,308,829,476,217,440,883
1700047N06Rik,0,0,0,7,0,0,0,0,0,0,0,20,0,12,0,0
Arfgef1,4030,3156,6972,6107,5403,3542,5472,6630,5728,4492,3698,5267,3636,3702,4786,7037
7SK,377,271,88,194,136,192,101,171,130,319,493,360,250,305,173,128
Gm37569,0,0,10,26,0,0,0,0,0,0,0,35,22,17,0,0
Cpa6,0,0,0,0,0,0,0,0,0,0,118,0,0,25,2,0
Gm38005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15604,0,2,2,1,1,0,0,0,0,0,1,2,0,0,18,1
Gm25253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15603,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Gm37133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28659,0,3,0,1,1,2,1,2,1,0,1,4,2,0,1,1
SNORA66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prex2,31,1,0,0,4,1,11,51,0,21,62,158,23,28,0,0
Gm24173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28686,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A830018L16Rik,0,12,0,0,0,0,0,0,0,0,0,19,0,1,6,0
Gm38178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29273,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
Gm38069,0,0,0,1,0,83,0,0,0,0,0,0,0,5,0,0
Gm7560,2,1,2,0,5,1,1,23,3,2,0,1,1,1,2,2
Gm22633,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
Mir6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm2383,0,1,4,2,1,1,1,0,0,1,1,1,0,0,0,1
Gm6216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Gm17644,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm29663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulf1,22,3,0,0,0,0,0,0,0,1,12,8,0,0,8,0
Slco5a1,82,0,0,0,7,0,0,0,0,0,16,0,0,2,5,2
Gm37162,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0
Gm5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prdm14,0,0,0,0,0,59,0,0,0,10,145,0,0,0,16,0
Ncoa2,5610,5411,7519,5675,7150,6193,5567,8866,4845,6328,3428,3916,4067,4154,5205,9238
Gm38376,81,142,5,46,25,22,15,52,0,3,12,208,94,81,14,0
Gm37409,15,0,1,66,0,0,0,0,0,12,0,94,0,35,0,37
ENSMUSG00002076346,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Gm38223,0,0,0,15,0,8,0,2,0,0,1,3,0,0,0,0
Gm37702,0,0,0,6,0,0,0,0,0,0,121,22,0,15,16,0
Gm23169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38120,56,0,0,25,17,57,0,10,0,2,98,148,93,20,0,5
Gm38380,20,147,22,64,1,75,15,21,21,69,2,180,36,55,10,83
Gm29570,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0
Gm7593,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
Tram1,31499,40407,56935,48571,52857,45964,54852,49269,48731,40626,26113,33123,41349,35071,42833,48090
ENSMUSG00000120948,6,1,6,31,22,13,13,21,10,17,0,6,10,2,3,7
Lactb2,1447,894,1686,1702,1627,2187,1912,1560,1458,1211,1577,1516,1411,1219,1852,1814
Gm38319,41,0,40,17,22,10,11,8,0,10,1,15,0,32,0,26
Xkr9,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
Gm26273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5523,72,69,39,19,33,62,34,40,41,127,41,49,61,83,39,29
Gm36947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eya1,3,0,0,0,0,0,0,0,0,5,38,0,0,0,0,0
ENSMUSG00002075819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37444,0,0,0,0,0,0,0,0,0,2,0,0,0,43,0,0
Gm9947,0,0,0,0,0,0,0,0,0,0,14,2,0,11,0,0
Msc,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0
Gm37412,0,0,0,0,0,0,0,0,0,0,554,0,0,0,38,0
Smt3h2-ps4,2,0,2,1,2,4,1,1,0,0,3,6,8,5,0,1
Rpl5-ps1,49,43,66,67,75,68,52,40,46,55,42,63,77,74,55,76
Trpa1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
Gm26345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10566,9,8,5,1,3,9,9,7,8,9,6,40,7,9,12,13
Kcnb2,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
Gm38116,0,0,0,0,1,0,0,0,0,0,123,0,0,0,0,0
Gm37138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25227,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25168,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0
Gm6060,1,2,1,4,1,5,2,5,0,2,0,4,3,6,2,1
Gm28669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terf1,1230,1668,4076,3217,3451,2323,3536,3047,3613,2321,1069,2467,2319,2617,2968,2477
Gm37509,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0
Sbspon,31,0,14,15,0,0,0,6,0,36,0,14,32,0,31,0
Gm7634,0,1,0,0,0,0,1,0,0,1,47,18,0,0,0,2
4930444P10Rik,0,0,0,0,0,0,0,0,0,0,1,4,6,0,10,0
Rpl7,54680,44746,53186,63635,63088,50281,53666,55317,51746,51431,49607,48659,58755,49395,63219,58798
Rdh10,207,477,439,436,363,500,402,362,330,359,110,176,239,425,536,195
Gm38249,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
Gm28095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stau2,147,68,2,162,107,55,251,4,42,0,183,102,48,0,40,40
Gm7568,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ube2w,3165,3758,4736,4851,5051,3441,4419,4068,4438,3037,3268,2588,3879,3739,3781,4303
Gm38342,47,63,15,53,12,31,26,23,25,77,2,0,31,27,0,56
Eloc,4381,4340,5573,6188,7347,4170,5752,5653,5283,4408,3948,3761,5018,3916,4674,4844
D030040B21Rik,24,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0
Idi1-ps5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem70,2810,3753,5364,4846,5130,4216,5109,4441,4529,3683,3499,3877,2777,3244,3358,4081
Ly96,189,374,249,254,254,185,260,198,276,182,170,182,117,169,282,237
Gm29649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5828,2,5,6,4,10,8,7,11,8,12,129,5,3,9,2,11
Gm28376,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
4921511E07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jph1,0,0,0,0,0,23,0,0,0,0,0,6,0,0,0,0
Gm28783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gdap1,0,0,0,0,0,0,0,0,0,1,147,0,0,0,0,0
Gm28784,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Gm28785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5251,0,0,0,0,0,0,0,1,0,0,22,0,1,1,0,1
Rbm6-ps1,4,0,10,1,11,2,5,5,3,4,5,3,1,4,2,8
Gm6075,33,32,30,22,18,33,27,25,30,25,24,32,37,37,24,43
Gm25166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pi15,0,0,0,1,0,0,0,0,0,0,9,0,1,0,0,1
Gm28154,6,0,0,0,4,0,0,0,0,2,4,0,0,3,0,0
Gm16070,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Crispld1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7690,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm18775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm17969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28756,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm28755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crisp4,0,0,0,0,25,0,0,0,0,0,76,0,0,0,0,0
Defb44-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm17837,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
Gm5252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm24075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tfap2d,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Gm10075,9,1,10,9,14,17,5,6,11,6,11,7,31,11,4,14
Tfap2b,0,0,0,3,7,0,0,0,0,0,70,0,0,2,3,2
Gm28340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4849,2,1,6,1,2,6,1,3,2,3,3,2,0,1,2,4
SNORD29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pkhd1,78,0,0,0,0,0,0,0,0,2,152,25,0,75,0,0
Gm37315,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930486I03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15795,0,0,1,0,0,1,2,0,0,0,3,1,2,1,2,1
Gm24162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincmd1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Mir206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir133b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il17a,0,0,0,0,0,0,0,0,18,0,0,0,0,2,0,0
Il17f,0,0,21,0,230,71,0,10,230,0,56,4,0,0,27,0
Mcm3,5971,7670,8363,7559,7756,6812,6009,5909,8074,7895,5928,5733,4487,4657,7233,8400
Gm20587,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35
Gm28065,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Gm24723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6720483E21Rik,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0
Paqr8,448,442,311,262,570,397,338,1081,650,317,0,477,874,788,506,1578
Gm24171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Efhc1,12,0,0,0,0,6,0,27,5,0,26,24,7,0,179,1
Tram2,306,514,623,358,845,918,688,595,533,828,336,436,532,401,310,633
Gm28287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Gm2693,5,0,10,10,5,0,0,0,13,0,0,0,0,4,0,7
Tmem14a,60,164,135,189,170,90,79,125,139,176,168,115,336,157,115,176
Gm38224,1,0,1,0,0,0,1,0,0,2,0,1,17,1,0,2
Gsta3,6,11,51,48,41,15,23,4,15,51,2,12,44,24,81,32
Gm28836,40,24,63,70,64,40,65,68,38,43,12,55,100,24,90,156
Gm7094,1,0,9,0,11,0,2,0,3,0,0,0,8,0,0,1
Gm4956,9947,9235,13231,15170,16179,10999,11553,12494,13331,15829,12798,13511,13911,11695,16001,17964
Gm21909,24,19,100,138,81,71,31,54,25,19,58,121,38,67,67,45
Khdc1a,8,3,57,65,69,25,100,19,108,81,113,8,61,0,59,107
Gm16329,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,16
Gm16327,36,0,32,6,2,0,9,0,33,0,0,29,0,1,21,16
Khdc1c,0,0,0,0,3,0,3,0,5,0,0,0,2,0,0,0
Gm2709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm16533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1b,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gm16328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kcnq5,281,233,109,457,286,207,322,300,249,328,359,223,104,235,670,202
Gm36949,11,0,0,1,5,0,0,0,0,0,1,13,14,10,0,9
Gm7658,38,53,65,87,49,70,42,68,84,66,34,60,40,52,53,71
Gm38243,13,0,31,25,0,0,2,58,0,0,0,64,0,0,31,0
Gm5696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm28239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rims1,1,0,0,0,11,0,0,0,0,1,66,0,1,0,0,0
Gm26866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29506,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ppp1r14bl,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm24176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6420,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Mir30a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir30c-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20954,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Ogfrl1,38,154,91,292,127,115,87,112,132,137,13,26,97,188,172,232
Gm7784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28822,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0
B3gat2,0,0,23,64,33,0,18,16,41,0,0,0,0,4,0,0
Smap1,1461,1561,2910,2858,3216,2510,2823,2486,3022,2221,2217,1912,2100,1867,3047,2584
Sdhaf4,1927,1750,1721,2212,1960,1276,1813,1856,1686,1672,1555,1718,2302,1858,1882,1897
Gm26524,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Fam135a,0,0,0,0,6,0,0,0,0,96,21,0,0,0,33,0
Gm37580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm26607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col9a1,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0
Col19a1,0,0,0,0,4,6,0,0,0,15,58,1,0,11,61,0
Gm26418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tubb4b-ps2,11,11,8,7,4,18,10,8,8,59,45,19,8,12,13,8
Gm28439,0,0,7,2,3,5,6,3,4,3,7,4,4,0,3,1
Gm10222,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0
Gm28438,2,0,7,6,8,6,6,5,10,5,2,4,5,6,10,4
Gm28437,48,42,168,150,159,217,188,148,180,141,102,145,196,129,146,204
Gm10925,53,25,466,283,367,228,298,187,318,209,154,142,236,152,228,159
Gm28661,13,3,47,28,41,30,41,18,32,28,29,22,31,22,26,25
Gm29216,16,9,59,60,45,53,58,36,50,36,28,39,27,43,44,47
Lmbrd1,4252,5810,7646,7790,8195,7707,6016,6928,7079,5581,5744,4664,6684,5876,7478,6634
Gm28594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9443,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
Gm29414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adgrb3,1,0,0,1,45,0,0,0,1,0,206,1,0,0,0,0
Gm15702,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
Gm20172,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0
Gm22260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37211,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Gm37862,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Gm38286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37880,0,0,0,0,0,0,0,0,0,1,0,27,0,0,0,0
Gm25294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
