Geneid,tir1_d3_rep3,tir1_d3_rep1,tir1_d7_rep5,tir1_d7_rep4,tir1_d7_rep6,tir1_d3_rep4,tir1_d7_rep2,tir1_d7_rep1,tir1_d7_rep3,wt_d7_rep4,wt_d7_rep1,wt_d7_rep2,wt_d3_rep1,wt_d3_rep2,wt_d3_rep4,wt_d7_rep3
1700095A13Rik,0,0,0,0,0,0,0,0,0,0,26,0,0,44,0,0
4921531P14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm31265,3,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0
Gm31503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933401L05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7569,2,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0
Gm50415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm50416,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
Gm50417,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
Gm50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm31621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm50419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm50420,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1
Gm50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tshz1,846,604,3576,1967,3158,1986,2196,2990,3267,2451,2523,771,1043,1162,1202,2266
ENSMUSG00000120643,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
Zadh2,941,620,1448,987,1441,890,1158,1037,708,1222,178,610,734,369,831,897
Gm31854,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm50309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp407,379,478,741,1103,609,789,370,739,831,799,64,643,282,1223,561,613
Gm50311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0
ENSMUSG00000120353,0,89,11,19,9,9,32,8,3,49,9,28,65,18,15,32
Cndp1,0,0,0,0,0,8,0,0,0,0,12,0,0,0,26,0
Gm50314,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Gm7289,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Cndp2,13254,13899,12109,11505,11701,11712,11731,11803,13127,15722,12155,11899,10956,11477,13250,15990
Gm2390,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
D030046N08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipk1c,0,0,0,0,4,0,1,0,0,1,35,0,0,0,0,0
Gm25005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38576,11,0,0,0,0,0,0,0,0,0,3,0,0,3,14,0
Gm17266,4,0,0,0,0,0,0,0,0,13,76,2,0,6,0,3
Cyb5a,15681,14947,14751,17873,18123,13021,16446,17216,15159,14472,13295,14459,18729,14913,19142,15608
Gm16146,12,22,21,74,13,31,39,26,22,8,0,35,0,22,11,7
Fbxo15,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
Timm21,2073,2451,4434,3982,3966,3290,3947,4091,4127,3371,2082,2754,3624,3258,3342,3283
Gm50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5824,2,1,4,7,1,3,2,2,2,1,1,1,4,0,4,4
Gm50381,0,2,2,0,0,0,0,0,1,0,0,0,0,3,0,0
Gm7623,12,4,13,13,8,12,7,10,20,4,10,8,2,4,9,3
Gm25453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neto1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm50384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm50386,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
Cbln2,1,0,0,0,1,0,0,0,0,3,9,0,0,0,0,0
Gm46615,0,0,1,1,0,1,1,1,0,3,2,0,1,1,0,1
Gm5691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5234,0,0,0,0,0,60,0,0,0,0,64,27,0,27,0,2
Gm5826,43,50,38,36,40,73,35,23,40,33,46,65,64,61,62,65
Gm50389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm50390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24987,10,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
Gm50391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm50400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm50401,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm7662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Socs6,1055,1642,2499,1964,2423,1812,1830,2075,2183,1628,800,1658,1749,1735,1217,2210
Gm50404,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0
Gm6409,19,0,0,0,0,0,1,0,0,34,0,0,0,2,0,0
Gm50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm50267,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rttn,209,893,829,796,753,639,405,791,680,611,480,103,198,778,184,1375
Mir6359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd226,2683,1284,4699,3115,4691,3514,4781,3732,3439,3173,1937,2496,2729,2554,3340,3296
Dok6,0,0,0,0,0,8,0,0,0,52,9,0,0,21,0,0
Gm50204,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0
Gm16296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002075318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm6173,0,0,0,0,0,0,0,0,0,0,62,0,0,0,37,0
Gm23859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif3s6-ps2,10,7,11,24,6,16,17,8,8,10,18,13,9,11,12,18
Gm7674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm50434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18280,0,0,0,0,5,0,0,0,17,23,0,0,0,1,0,0
Gm25418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmx3,3046,4732,7537,5485,6582,4792,6443,5746,5488,3942,3017,4293,3940,3089,4906,6058
Gm50438,0,0,0,3,1,0,0,8,0,0,0,0,0,3,4,0
Gm45871,144,298,540,417,639,477,592,282,583,642,308,456,184,329,462,828
Gm20039,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1700030N03Rik,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2
Gm50428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm42068,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0
Gm50426,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
Gm50432,12,19,18,20,12,28,17,19,10,18,21,26,19,27,18,13
Gm7798,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm2106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
Ighmbp2,2003,2802,3147,2429,2507,1897,2665,2417,1642,3472,2090,1827,1430,2089,2778,2421
Mrpl21,2915,2755,3297,3716,4284,2898,3375,3483,3430,3180,2419,2704,3283,2750,4210,3183
Mir6984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm50307,1,1,2,0,1,2,2,0,0,1,0,2,0,0,0,3
Cpt1a,6148,4902,7666,5386,9521,6422,7208,6822,5187,6980,3437,5226,3259,5105,9839,6030
Tesmin,1,5,0,0,2,1,0,1,1,5,59,0,2,1,11,47
Gal,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Ppp6r3,3333,4348,6925,7274,6181,3526,5391,7458,6008,5280,5978,5345,3347,3385,5364,8236
Gm48696,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Gm23940,0,0,0,0,0,7,0,0,0,1,33,0,0,0,0,0
Gm48683,1,0,7,8,8,61,9,8,36,0,21,34,0,0,0,13
Lrp5,9,16,110,47,58,116,36,77,29,54,12,56,0,43,3,33
Gm36608,25,71,7,31,31,37,8,31,44,34,78,22,17,63,37,25
1810055G02Rik,501,688,478,407,713,1168,808,498,551,577,472,388,360,616,536,615
Gm36787,0,0,0,8,0,0,0,0,0,0,0,0,0,0,21,0
Gm2141,0,0,2,2,2,2,2,2,2,0,30,3,2,3,5,1
Gm50374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Gm50375,2,0,0,0,0,4,0,0,0,0,7,0,0,0,4,3
Kmt5b,4134,4454,8972,6274,6412,4397,4734,7750,5005,5544,3538,4508,3438,3540,4193,7001
Gm16066,4,5,0,0,4,2,2,13,6,8,1,4,2,6,17,3
Gm19209,9,13,20,9,11,22,15,18,16,13,6,21,21,7,12,11
Chka,1374,1452,1400,936,1262,1465,1209,1025,1357,1387,2060,1745,1363,1646,1637,1808
Gm50383,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1
Tcirg1,2039,3322,3787,3344,3979,3546,3313,3497,3617,4230,2425,3128,3521,2910,4863,3614
Ndufs8,9945,9405,7660,9020,9577,7858,8254,8660,9353,8901,9449,7789,11639,9409,11186,9121
Aldh3b1,13,0,0,1,11,87,0,7,15,0,1,3,0,3,7,41
Gm50327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unc93b1,1835,1598,1284,1211,899,1305,938,1519,1170,2042,1849,1062,1906,1683,3027,1806
Aldh3b3,0,0,0,0,0,0,0,0,0,1,30,3,0,11,0,33
Aldh3b2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acy3,52,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Tbx10,7,0,0,0,47,16,0,0,0,74,0,26,0,1,2,0
4833408A19Rik,41,80,52,63,38,82,75,74,83,121,120,78,136,80,60,52
Nudt8,26,46,45,15,22,46,21,17,36,29,32,20,39,33,59,35
Gm49405,33,156,31,69,25,30,49,77,78,11,0,72,72,23,136,27
Gm16312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc2g,64,37,11,57,33,0,14,44,29,0,32,34,3,3,55,39
Ndufv1,13076,15774,11588,11855,13233,12720,11609,12141,11720,14173,11996,10980,13551,12536,15554,14674
Gstp1,9607,9058,8197,9776,9123,8264,8902,9333,8408,9132,9451,8570,11422,8558,10463,9077
Gstp2,12,19,0,4,8,25,2,1,23,19,7,9,13,20,6,12
Gstp3,4761,4752,2673,3709,3986,3399,3442,3825,3267,2658,3135,2519,4165,4014,5019,3229
Snord3b-ps1,0,0,0,1,1,1,0,4,1,0,1,0,0,0,0,1
Cabp2,0,0,0,0,0,24,0,0,0,67,0,0,0,0,0,0
Cdk2ap2,56632,73109,56177,56216,59546,48947,55936,61206,54180,52026,57089,52186,71487,53551,58578,54608
Pitpnm1,15861,27217,27249,23534,23650,26890,20178,26355,23558,26209,21367,13986,13998,11910,22559,30023
Aip,19339,25985,17891,17626,18631,17678,16207,20582,17882,20348,21493,16886,20288,18193,21211,19918
Tmem134,15692,17421,13439,13171,14225,11290,13419,13185,12769,15548,18307,13392,17429,15175,15553,15146
Cabp4,0,6,17,16,17,3,5,2,2,10,19,77,3,1,1,11
Gpr152,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Coro1b,28097,41416,30639,29213,29072,31319,27231,28237,28979,29616,30987,25361,26581,26880,31032,32489
Ptprcap,0,0,0,2,3,0,0,0,0,0,0,3,0,0,5,0
Rps6kb2,2665,3584,3282,3551,3553,3316,3100,3735,2642,2257,2192,2576,3501,3084,2580,3130
Carns1,980,1545,1229,920,1033,847,717,1311,1030,1281,485,1051,550,1160,754,1354
Gm50230,78,156,182,133,155,121,109,135,187,165,73,85,84,44,103,120
Gm17552,78,220,116,68,76,49,30,95,68,45,8,94,40,55,16,148
Tbc1d10c,17035,19184,17788,17189,19407,16898,16795,18515,17435,16840,14369,14565,16853,14951,17989,17111
Ppp1ca,118132,141172,108168,105935,106458,110526,105365,104127,104795,109291,118643,101311,122605,104873,121044,110288
Gm50251,8,17,23,13,14,4,0,15,1,4,7,2,14,3,0,23
Rad9a,8285,12536,9482,8641,8567,9185,9473,11319,8490,8264,8194,7728,8115,8178,9613,10403
Gm30082,93,65,6,31,111,134,0,37,53,0,71,14,4,0,29,0
Clcf1,3164,4493,3729,2956,3587,3958,4222,3850,3814,4128,3813,3878,4828,3638,4341,4157
Gm45928,1,0,0,0,0,3,1,1,0,7,8,0,3,4,4,0
ENSMUSG00002075602,0,0,0,16,0,3,6,3,5,0,0,0,9,3,0,1
Pold4,1808,2045,1652,1763,2154,1773,1936,1971,1799,2079,2298,1518,2351,1626,2268,1802
1500032F14Rik,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Ssh3,63,20,34,22,9,20,35,5,28,23,13,19,4,13,14,25
Mir6985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd13d,576,366,460,705,391,610,536,462,257,468,485,247,227,379,290,318
Gm50152,8,0,0,5,14,36,17,16,21,0,6,16,4,2,0,0
Grk2,39336,51765,50604,39301,46349,40657,44442,50392,46911,45593,36242,30928,28823,28219,44297,44544
ENSMUSG00000120891,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Kdm2a,5108,8695,8177,7167,7997,7519,6568,8593,8160,6265,4118,5210,5209,4800,6662,7303
Rhod,36,171,31,57,26,75,14,53,17,62,189,184,15,127,39,0
A930001C03Rik,1,0,0,3,0,0,0,0,0,1,0,29,0,2,0,0
Syt12,8,0,0,0,0,0,0,0,0,4,25,22,20,8,66,0
2010003K11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcx,158,929,326,134,457,145,0,329,470,210,493,211,268,178,381,589
Lrfn4,1,0,28,1,59,170,0,38,87,3,148,0,0,0,14,123
Rce1,6447,7586,5535,5166,6521,6545,5497,5341,5186,5245,6292,5011,7384,6608,6173,5587
Mir6986,0,4,0,1,1,2,0,0,0,0,1,3,0,0,2,0
Gm960,5,40,0,4,0,62,0,0,0,8,51,41,0,3,23,0
Gm50372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sptbn2,63,75,0,1,0,14,3,5,19,23,56,0,0,19,31,73
Gm21992,112,263,127,161,227,150,160,244,285,381,67,124,288,142,94,277
Rbm4b,1360,2390,2342,2043,2091,1904,2032,1880,2233,1871,2044,1990,2132,1919,2547,2154
Gm37206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rbm4,375,386,271,271,410,189,213,273,226,239,204,140,202,223,361,229
Rbm14,10466,13041,10896,9621,12080,15352,11652,10421,10187,9975,8991,8738,7246,7760,10686,10779
Gm21844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccs,7138,8443,5981,6468,5616,6243,5833,6736,5389,7027,6121,6505,7640,7510,8040,7613
Ccdc87,0,88,0,25,0,0,149,38,0,0,26,41,19,0,1,62
Ctsf,47,64,43,65,0,155,99,89,15,0,133,189,0,126,199,136
Actn3,7,86,0,0,0,8,0,0,0,1,0,0,4,2,87,0
Zdhhc24,691,1692,764,744,966,837,827,737,836,897,601,585,838,1338,1058,763
Bbs1,26,0,0,55,0,14,91,0,21,107,8,16,110,136,0,144
Dpp3,14856,21215,18564,15292,15564,17557,13453,16250,15496,18235,14966,12625,14426,10147,17151,19023
Peli3,126,0,21,4,32,0,0,152,0,18,0,63,0,118,341,285
Mrpl11,2708,3914,2582,2621,2783,2242,2303,2804,2128,2659,2794,2131,2684,2585,3100,2857
Npas4,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0
ENSMUSG00000118364,37,0,9,0,0,0,0,0,0,1,0,0,0,1,0,0
ENSMUSG00000120130,0,0,1,33,0,1,0,0,0,0,0,0,0,0,0,0
Gm50382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000120690,45,89,72,99,91,50,154,70,46,32,9,33,126,129,56,28
Slc29a2,529,221,256,439,140,301,78,487,264,428,307,254,265,303,527,324
B4gat1,0,13,0,14,0,31,3,11,14,0,0,8,12,0,13,19
Gm50388,4,93,31,42,14,41,5,43,0,26,39,8,55,10,30,33
Brms1,52,67,93,79,54,34,53,75,34,33,81,74,88,92,17,46
Rin1,1,0,9,14,13,0,0,2,0,0,0,67,0,127,30,0
Cd248,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2
Tmem151a,0,0,0,0,0,8,0,0,0,0,0,0,0,1,20,0
Gm46658,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0
Yif1a,6033,5346,4112,4410,3861,4192,4552,3836,3475,4633,6428,4887,8135,5757,5675,5623
Cnih2,67,146,27,13,38,126,65,110,35,19,0,47,25,73,45,48
Rab1b,35703,43951,30585,26280,30847,37277,29598,30488,31749,35842,33522,28885,36603,32902,38011,36513
Klc2,333,417,320,334,318,636,363,415,416,340,132,241,275,285,324,485
Gm10817,0,0,0,11,2,0,2,11,3,0,0,1,4,38,0,0
Gm5242,0,0,59,22,0,0,6,6,38,0,1,38,52,0,37,0
Pacs1,17465,22534,24363,20119,22147,24334,19957,26135,21264,27918,21567,15507,17527,15810,24769,34601
ENSMUSG00002076406,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Gm50189,5,0,1,0,0,4,1,5,1,0,0,0,0,0,0,18
Sf3b2,28505,36091,42375,38637,41239,38041,35279,42604,33570,40751,33272,29756,30082,26763,38104,43755
Gm50203,13,2,3,2,20,13,9,23,2,2,0,0,1,16,5,4
Gal3st3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Gm42064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Gm50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7074,2,0,1,1,0,0,0,28,1,0,1,26,0,0,0,38
Catsper1,1,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
Cst6,25,0,0,0,6,0,0,0,11,27,124,0,26,0,19,0
Gm52999,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Banf1,15395,12943,11519,14692,15116,11705,13700,13948,12055,13699,13993,11276,17070,14667,15971,13764
Eif1ad,8946,8035,8223,8018,9249,7097,8219,8154,7648,7306,6672,8179,7764,8771,7675,7504
Sart1,9984,17294,15819,14240,15487,14740,11879,17566,11952,15167,9635,9976,9640,8441,11720,17048
D330050I16Rik,30,96,120,98,104,44,135,89,65,20,80,41,198,129,40,70
Tsga10ip,9,107,16,28,48,62,26,27,21,61,33,139,85,50,29,68
ENSMUSG00000120167,65,61,13,49,115,13,43,67,58,46,55,43,44,72,30,37
4930481A15Rik,1802,3068,1447,1456,2117,2018,1906,2091,1528,2308,1813,2253,2672,1895,1034,1165
Gm6293,3,3,5,4,2,4,0,4,4,10,2,3,6,2,12,3
Drap1,9629,9267,8693,10121,10142,8662,8913,9086,8960,9262,10085,7913,9664,8316,9785,9397
AI837181,5012,5481,4595,4442,4674,5378,4365,4217,4284,4260,5965,4172,5217,4572,5377,4077
ENSMUSG00002076078,0,0,0,0,0,0,0,0,3,0,1,0,0,4,1,0
Gm25432,52,82,100,76,85,89,64,78,116,73,60,85,58,72,109,62
Gm31070,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,1
Fosl1,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,0
Ccdc85b,4977,5846,5062,4295,4620,4304,5230,4816,4384,5360,5843,4423,5950,4951,4707,4516
Fibp,5990,7469,5980,6158,5728,5683,5658,5981,5475,7075,6561,5754,8273,7166,6236,6145
Ctsw,18280,14396,13696,14153,19408,19067,12904,13602,15490,19875,18081,15239,19136,15948,20207,21020
Efemp2,24,218,90,134,82,54,18,107,217,3,0,171,102,62,70,130
Mus81,4718,8196,5034,4967,5112,4708,3994,5314,5050,5389,6432,5106,5032,4053,3829,6830
1700061A03Rik,0,0,7,2,6,0,0,3,4,0,1,6,13,2,0,0
Cfl1,245088,236094,317211,289499,344185,308135,297386,302228,297845,305895,282954,245094,315704,265740,329392,314820
Snx32,519,189,330,598,656,249,327,562,300,269,91,387,659,423,508,219
Nscme3l,0,0,0,12,23,0,5,3,0,0,0,0,0,9,0,0
Gm31166,0,0,35,0,0,0,0,16,0,0,0,6,1,0,4,0
Ovol1,0,0,0,0,0,0,1,0,0,0,48,0,31,1,0,42
1810058N15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ap5b1,1143,2803,1650,1289,1846,1827,1112,2045,1258,1891,1920,828,1741,1285,1708,2391
Rnaseh2c,3448,3648,3628,4915,4396,3123,3850,5241,3561,3954,4818,3597,4295,3803,4082,3919
Kat5,1881,4267,2847,2735,2140,2279,2417,2586,2038,2570,2540,1964,2227,2443,2257,3543
ENSMUSG00000120141,292,231,85,160,96,43,197,170,63,217,282,124,457,295,232,86
Rela,21711,30870,24028,21325,24349,26607,26161,27440,22145,27533,27362,18628,25710,21988,31917,30707
Sipa1,18093,31924,42720,30979,29172,30387,29292,33476,28537,33952,29880,20374,20141,16918,26718,42056
Pcnx3,3817,5013,5201,3504,4956,2857,3534,4438,3935,6308,3423,2676,1966,2268,3197,5556
Mir6987,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Map3k11,6748,16973,15873,11882,9933,8120,10304,12959,11256,12475,12962,5822,5453,4453,9465,15852
Gm50315,6,0,21,14,8,9,1,5,3,7,4,0,0,3,0,3
Kcnk7,137,119,96,123,86,108,78,98,15,91,125,99,110,118,213,79
Ehbp1l1,2692,5714,6149,5158,4684,4443,3724,5770,5205,5198,5764,3361,2102,1885,4985,6211
Gm16538,240,210,160,156,85,66,52,112,110,162,233,219,71,208,179,218
Fam89b,9,23,8,7,7,9,6,10,7,6,7,1,3,3,9,1
Gm50387,325,593,484,411,359,586,330,233,405,293,121,286,134,257,356,217
Znrd2,33,84,48,9,27,9,15,5,20,22,6,18,25,17,3,24
Ltbp3,7,5,0,0,0,2,0,0,0,5,65,2,0,0,0,0
Scyl1,6604,7531,8716,7521,6668,6800,6845,8649,6523,8344,6269,6325,5430,5764,7820,8313
Malat1,23038,28657,10449,24983,19953,11188,9944,16932,8054,7629,5917,25900,21791,22672,12750,15623
ENSMUSG00002076626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000120562,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002074969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neat1,280,1303,674,692,1111,591,649,709,798,429,109,702,558,827,276,402
ENSMUSG00002076852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002075794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002076763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frmd8os,28,0,6,0,6,12,21,5,12,3,29,2,13,1,14,7
ENSMUSG00000120816,1,0,0,9,0,18,4,6,0,1,0,6,0,2,0,2
Frmd8,60862,71449,62988,49641,56045,71633,59900,64366,55404,66409,54078,48498,50077,48386,71937,67856
Slc25a45,3644,6088,5451,4521,5032,4794,4436,4610,4853,4806,3470,2865,2990,3484,4216,4671
Tigd3,43,19,74,92,150,100,4,17,79,126,4,133,0,0,61,0
Dpf2,19769,19701,18798,15835,19933,20979,19759,19386,19018,18333,16315,15287,16497,14104,20531,17695
Gm42067,43,30,23,25,19,14,20,30,14,13,7,20,37,12,32,19
Cdc42ep2,45,0,26,0,0,0,54,1,0,0,1,0,38,0,1,1
Pola2,4456,5148,4674,4992,3727,5463,5013,5066,5689,5900,4499,3749,4314,3647,5780,4750
Slc22a20,6,0,0,0,0,22,0,0,0,0,0,0,0,3,8,0
Capn1,9363,13554,12031,10497,12189,14656,10897,11541,11204,13144,10170,7603,9417,7877,13736,12123
Gm10814,60,93,50,60,90,3,0,22,76,4,4,50,141,96,13,116
Gm19505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8034,77,46,49,51,90,62,71,76,84,51,20,29,72,56,40,36
ENSMUSG00000119968,337,509,130,170,239,226,136,161,212,97,85,160,347,261,266,126
Syvn1,5405,7326,6346,5375,6776,7569,7116,7075,5319,5459,4335,4378,4928,3475,4486,5528
Mir6988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrpl49,4223,4908,4912,4139,4824,3775,4181,4569,4505,4700,4957,2893,4071,4167,4436,5453
Gm52998,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Fau,18763,15053,13437,20394,20611,12953,16384,17338,14005,15163,17342,14501,19952,15603,19000,17019
ENSMUSG00000120982,54,41,82,31,93,27,60,70,99,26,76,36,52,59,73,96
Znhit2,696,981,825,793,794,603,761,677,614,683,890,404,1005,941,832,684
Tm7sf2,533,1219,769,958,924,646,461,759,796,936,1643,659,952,823,491,610
Vps51,6254,8905,5552,5142,5163,6084,4498,5759,5006,6318,5890,4611,5433,5570,5772,6360
Gm28374,9,2,23,16,3,50,13,34,19,0,0,8,0,3,24,0
Tmem262,0,0,1,2,0,0,0,0,0,14,0,0,0,0,0,0
Zfpl1,2813,2470,2776,2569,2623,2666,2704,2677,2356,2550,2522,2259,3323,3440,2540,2844
Cdca5,663,59,500,285,350,764,154,91,509,687,27,343,56,417,370,482
Gm550,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
Naaladl1,0,0,0,26,0,0,35,0,6,88,25,4,68,0,5,0
Sac3d1,3653,4181,3335,3090,3083,3349,4063,3453,3590,3864,2731,2699,4160,4081,4073,2637
Snx15,4025,5196,4766,4588,4315,4681,4761,4216,4187,4315,4168,3643,4142,3693,4685,4365
Arl2,1705,2015,1249,1629,1644,1115,1346,1321,1134,1648,1236,1288,2345,1717,1512,1833
Batf2,0,3,0,20,0,0,0,0,0,0,115,2,4,0,26,0
Gm5510,5,5,3,4,2,6,7,17,5,7,4,3,5,6,14,2
Majin,0,0,0,6,0,0,0,0,0,15,87,37,0,0,0,4
Gpha2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp2r5b,1409,2528,2464,2217,2630,2092,1985,2537,2689,3069,1952,2264,1653,1744,1557,2017
Atg2a,4174,5679,5193,4057,3812,3014,5161,5818,3015,6601,3818,3232,3388,1981,3943,11320
Mir194-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir192,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm14963,4,23,0,0,0,13,2,11,7,0,0,1,0,1,0,16
Ehd1,2939,3698,2485,2309,2807,3566,2295,2278,2810,2766,3048,1742,2383,1878,2488,3930
Cdc42bpg,2,348,55,1,0,6,0,3,70,121,0,1,28,9,12,3
Gm50198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men1,8469,10452,9868,9206,9012,9521,9141,10928,10026,8564,9009,7936,7104,6555,9330,10201
