Geneid,SpleenLN.TIR1.Resting.rep_1,SpleenLN.WT.Resting.rep_3,SpleenLN.WT.Activated.rep_1,SpleenLN.WT.Activated.rep_3,Thymus.TIR1.Developing.rep_1,Thymus.WT.Developing.rep_1,SpleenLN.WT.Resting.rep_2,SpleenLN.WT.Activated.rep_2,SpleenLN.TIR1.Resting.rep_3,SpleenLN.TIR1.Activated.rep_1,Thymus.TIR1.Developing.rep_3,Thymus.WT.Developing.rep_3,SpleenLN.TIR1.Activated.rep_2,SpleenLN.TIR1.Activated.rep_3,Thymus.TIR1.Developing.rep_2,Thymus.WT.Developing.rep_2,SpleenLN.WT.Resting.rep_1
Gm28438,193,174,149,166,147,181,166,309,209,271,177,201,210,214,197,201,172
Gm28437,2706,2643,1986,2204,2145,2287,1909,3342,2856,3500,2303,2488,2345,2478,2242,2461,2399
Gm10925,2870,2425,1634,1749,1892,1998,1793,2868,2676,2917,1932,2201,1924,2093,1976,2160,2246
Gm28661,1292,1155,836,1003,882,1025,852,1365,1332,1473,1035,1219,1030,1122,948,1030,942
Gm29216,1656,1586,1003,1156,1098,1179,1032,1639,1504,1815,1098,1506,1088,1319,1252,1228,1235
Lmbrd1,2993,2690,2942,4206,2659,3097,2824,3202,2608,4213,3586,3158,3344,3331,3579,2842,3607
Gm28594,10,8,3,5,6,5,2,5,4,4,3,6,5,5,2,5,4
Gm28237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm9443,34,25,27,35,32,38,25,26,31,38,27,28,37,35,44,44,28
Gm29414,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Adgrb3,33,25,24,28,18,21,17,38,25,38,20,11,25,21,22,16,26
Gm15702,0,1,0,0,1,0,0,0,0,1,1,0,2,0,1,0,0
Gm20172,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0
Gm22260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37543,2,4,1,2,1,1,1,1,1,5,2,3,5,3,3,2,3
Gm37331,3,2,6,6,3,4,4,6,5,4,5,3,7,3,6,5,4
Gm37211,1,1,4,3,2,1,0,0,0,3,2,1,4,1,1,0,2
Gm37862,0,0,1,1,1,1,2,0,0,0,1,1,2,2,1,0,1
Gm38286,0,1,4,0,1,0,2,1,1,3,2,4,3,3,1,2,3
Gm37880,1,2,2,0,6,3,2,7,5,5,2,2,2,2,2,3,2
Gm25294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37011,0,2,0,0,1,0,1,0,1,0,2,0,1,1,0,2,0
Gm29214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm37051,6,2,3,2,2,4,3,2,4,2,1,1,2,1,4,2,1
Gm38260,16,10,11,9,8,13,8,10,11,10,8,7,8,7,5,11,10
Gm37628,10,12,2,13,8,7,9,10,8,13,8,7,8,10,8,10,10
8030445P17Rik,10,6,6,8,3,11,2,4,9,11,7,11,4,3,6,7,4
Gm38198,3,1,1,2,1,1,2,2,1,1,1,3,1,2,2,3,0
Gm37077,7,4,2,10,4,3,6,3,4,4,5,3,7,2,7,3,7
Gm37895,4,3,0,3,1,1,1,4,4,6,4,2,1,3,3,0,5
Gm36952,8,9,11,9,7,7,7,4,7,8,4,9,9,23,8,2,11
Gm37602,67,51,40,51,42,40,43,48,63,58,39,42,47,36,49,47,41
2900022M07Rik,64,55,41,46,34,38,48,53,55,47,43,47,37,52,46,32,42
2900002M20Rik,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Gm9884,0,0,0,0,2,2,1,0,2,1,0,0,0,0,3,4,0
Gm18443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4931408C20Rik,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
n-R5s209,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm19641,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm5524,27,30,22,32,16,27,17,36,24,41,23,24,20,32,25,20,15
Gm18776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19028,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm38089,12,10,5,5,10,5,11,6,5,9,8,7,5,9,8,3,6
Gm7846,307,259,180,246,257,170,193,301,247,331,273,242,252,277,229,221,191
Gm597,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm5697,4,3,4,7,2,0,1,4,8,3,0,5,1,3,3,4,2
Gm6462,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm18033,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Y_RNA,2,5,0,4,1,1,1,3,7,3,2,2,12,2,3,0,1
ENSMUSG00002076857,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ENSMUSG00002074912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5525,43,38,30,39,36,41,44,43,52,43,36,32,36,35,20,32,40
Gm53035,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm7858,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0
ENSMUSG00002075317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002075289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9898,0,3,1,0,2,1,1,0,3,1,1,0,1,0,1,2,1
Gm6473,5,0,1,3,4,3,1,3,11,0,2,2,2,3,1,1,0
Gm2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phf3,2444,2610,2173,2331,2426,2540,2436,1945,2368,1711,3057,2633,2047,1832,2330,2662,3571
Gm37522,5,2,1,2,2,16,1,95,3,2,3,4,2,1,4,11,11
Gm37906,65,13,34,30,24,25,9,8,10,37,9,7,21,25,29,8,21
Ptp4a1,1646,1274,1207,1467,2036,1799,1143,995,962,1182,1928,1783,1169,1398,2535,1977,1521
Gm5698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9458,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4931428L18Rik,4,7,4,8,6,1,4,6,5,4,5,6,7,8,5,5,3
Gm28644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5S_rRNA,113,84,101,81,72,85,60,111,99,94,139,95,70,84,66,143,117
Gm29128,0,0,0,1,0,0,0,1,0,1,0,1,0,3,1,2,0
Gm7893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lgsn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Dnaaf6,2,1,1,0,3,2,0,0,1,1,0,1,0,1,2,2,3
Gm26145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eef1a1-ps2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm19680,26,13,29,24,23,8,13,15,13,15,32,20,17,18,37,24,13
Gm23032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7910,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Khdrbs2,16,11,8,8,8,7,5,6,8,10,6,1,9,11,10,10,7
Gm25814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37999,1,5,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0
Gm37110,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Gm37911,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Gm9839,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm37792,3,5,2,2,3,0,1,2,2,3,3,1,0,1,2,2,0
Semp2l1,28,27,34,29,15,20,13,15,23,31,19,23,19,23,20,30,28
Gm24732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37426,0,1,1,0,0,1,0,0,2,0,0,2,0,1,0,0,0
Gm37151,1,4,2,4,3,5,3,2,5,3,5,3,4,3,7,1,6
Gm28624,1,0,0,1,0,1,0,1,2,4,0,0,2,1,0,0,1
Gm37724,1,3,1,0,1,0,1,3,3,0,3,0,1,0,0,0,2
Gm7114,2,3,3,3,4,3,1,2,1,2,3,2,2,2,1,3,6
Gm4785,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm24901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37591,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Gm2987,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18799,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Gm7933,0,0,1,0,0,0,0,1,0,0,1,1,0,2,2,0,0
Gm23453,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
Prim2,527,464,692,782,772,738,544,506,596,741,519,337,873,657,749,589,437
Gm29228,3,2,1,0,3,0,0,3,4,3,1,0,0,6,4,1,1
Gm37618,11,9,7,12,10,10,9,9,9,7,11,8,8,4,11,6,13
Gm17813,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1700001G17Rik,52,8,58,21,44,0,34,25,45,77,4,4,8,91,47,23,28
Gm38173,0,1,0,0,1,2,0,1,0,0,0,2,0,0,0,0,0
ENSMUSG00000121274,24,0,0,0,0,1,1,0,2,0,0,0,0,8,0,0,0
Rab23,201,232,380,548,133,96,224,736,367,420,187,174,495,398,416,247,449
Bag2,111,31,145,179,295,129,44,102,66,154,215,173,233,176,98,49,105
Gm37905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp451,1831,1294,1190,1102,1479,966,1015,1224,1011,1599,1767,1597,1289,1190,2256,1190,1635
Gm15455,14,18,16,17,11,11,3,1,2,11,18,11,14,9,35,5,5
Bend6,140,289,195,317,135,85,174,146,344,5,295,231,259,195,175,91,208
Gm37067,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1
Dst,301,181,1174,1197,407,228,177,1010,201,905,341,319,955,1310,323,108,333
Gm37354,3,3,0,2,1,0,1,0,0,4,0,3,1,0,0,2,0
Gm28631,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gm23792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38157,5,14,24,14,5,2,12,1,9,24,5,1,4,27,4,4,11
Mir6896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26788,11,14,5,8,8,4,28,8,9,10,7,2,9,11,7,9,21
A930005N03Rik,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0
Gm37958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37385,2,0,1,2,3,5,0,0,1,1,0,3,1,1,1,3,1
Gm5266,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Gm3052,5,11,33,19,29,9,3,23,6,9,30,54,21,18,27,49,4
Gm37233,25,66,14,169,8,93,16,5,41,11,6,3,28,11,7,11,52
Mir5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc115,3426,2665,3312,2807,2637,2300,3178,2465,3775,2946,2951,2261,3086,2878,2755,2403,2698
Gm28306,1,1,1,3,8,1,0,0,2,15,1,0,3,4,0,0,5
Imp4,5527,5556,6114,5502,4097,3577,5323,5338,5066,6174,4535,4611,5681,5108,4003,3369,6010
Ptpn18,7700,7009,4796,6193,5442,6577,6997,8691,8902,6696,6334,5537,6135,6723,5747,5864,7236
Gm28417,222,260,188,250,129,162,229,278,260,232,136,139,200,233,187,145,201
4930568A12Rik,45,76,113,102,62,64,55,175,77,154,47,35,167,98,73,72,73
Prss39,0,0,2,0,0,0,2,3,0,0,1,2,0,0,0,0,0
Gm28416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cfc1,0,0,0,1,0,5,0,0,0,5,2,3,0,0,0,1,0
Gm28419,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Prss40,11,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0
1700101I19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amer3,0,0,1,0,2,1,1,0,0,0,0,1,0,1,1,0,0
Gm28418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm36984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm29730,0,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0
AA619741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arhgef4,566,593,442,410,397,305,425,156,568,333,416,291,436,583,849,418,642
Gm37224,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Gm37845,1,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1
Smim39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38336,36,30,10,1,22,5,34,10,47,3,10,15,19,0,96,10,21
Fam168b,4161,3795,3281,3632,3562,3373,3149,2290,2523,2791,3531,3450,3334,3394,3871,2976,4500
Gm37127,86,8,20,6,13,27,15,28,19,12,9,112,19,15,28,31,9
Plekhb2,2528,3454,11056,11585,1888,1664,2776,5683,1957,8522,2012,2074,10011,6144,2623,2034,3845
Gm19430,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
Gm37670,1,0,2,0,0,3,9,3,2,6,1,0,2,1,1,2,2
Gm8009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37068,42,85,6,13,56,52,65,23,83,32,55,112,14,62,106,58,70
Gm25634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110002O04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8022,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm37146,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,2
Gm33222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4930535G08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm38049,0,1,0,0,1,2,0,1,2,2,1,2,3,2,1,2,2
Hs6st1,801,683,647,869,531,473,543,98,411,276,435,288,467,356,669,576,881
Gm37335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm33280,12,48,4,1,6,8,6,0,35,26,30,0,2,10,53,20,0
Uggt1,3168,3019,3553,2372,3475,2659,1748,2166,2431,2915,3746,2138,2579,3039,3748,2418,3848
Mir6897,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Neurl3,6778,6554,4145,4415,6514,6020,4984,3333,5137,4233,5959,5218,3546,4598,7433,4804,6795
Arid5a,7569,7206,6329,7877,7844,6994,6657,3362,5731,4033,8513,6155,5386,4274,8743,6659,9190
4930403P22Rik,1,38,1,1,44,23,0,1,18,1,31,0,5,6,24,10,4
Kansl3,2072,1609,2448,1588,1117,2296,1108,1434,1373,1041,1289,1528,1142,1280,2220,1694,2161
Mir6898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fer1l5,66,2,0,3,59,61,10,4,20,4,65,2,16,8,63,34,40
Lman2l,1662,554,938,1116,3043,1294,1884,1003,804,1449,2454,1762,1076,1068,1865,1466,1101
Cnnm4,210,276,325,229,241,300,181,313,332,306,348,464,245,250,397,396,422
Gm37909,5,35,12,4,8,8,17,5,22,7,5,8,12,11,40,5,12
ENSMUSG00002075980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnnm3,593,641,596,354,543,786,698,300,356,477,550,499,427,452,585,528,752
Gm38033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd23,73,109,74,57,62,77,122,40,44,47,96,108,66,66,204,49,108
Gm42417,0,15,1,0,1,6,4,2,3,0,12,10,0,2,1,0,2
Ankrd39,1393,1048,878,945,1367,1510,1283,882,1118,716,2287,1264,1095,868,1994,1165,1305
Sema4c,3,3,33,94,3,85,2,1,1,1,1,6,3,0,45,6,1
D430040D24Rik,9,3,7,4,3,1,8,3,5,3,3,0,5,6,3,9,1
Fam178b,2,1,1,3,3,4,1,4,2,0,2,4,4,2,0,5,3
Gm6428,21,10,11,22,9,10,4,11,7,10,17,14,12,13,9,7,15
ENSMUSG00002075377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox5b,4609,4496,4630,5703,5201,4545,4537,7591,5054,6867,5243,4536,5706,5802,5252,4865,4345
Actr1b,3440,4369,3307,3846,4310,4016,3470,1983,2556,1691,5327,3932,2802,1772,5078,4148,3968
4933424G06Rik,12,9,5,5,3,7,11,1,18,7,4,3,7,10,7,2,12
Gm33533,2,3,3,5,1,0,1,2,0,0,0,0,0,1,3,0,1
Zap70,9709,10886,15554,18213,8358,7459,8299,11842,8120,11936,9536,7060,14372,12385,9906,6712,9787
Gm18828,0,0,1,37,1,2,0,2,0,2,1,0,0,1,1,0,0
Tmem131,1072,1092,1753,1058,2225,1242,856,1375,1018,1432,1329,1023,1474,1159,2074,1089,1752
Gm37506,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38115,49,23,26,13,26,79,9,12,48,20,62,48,21,75,25,13,56
F830112A20Rik,4,5,32,6,3,3,3,33,4,3,2,8,1,5,2,1,1
Rpl12-ps1,18,8,5,4,12,14,18,21,22,13,11,9,9,14,9,13,16
n-R5s210,0,0,6,0,8,0,0,6,1,0,0,0,4,0,1,0,0
Vwa3b,0,70,31,120,0,0,0,74,39,80,50,0,41,37,0,1,7
Gm37020,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
Cnga3,2,3,1,8,1,3,1,4,2,4,1,2,4,5,2,9,5
1700074A21Rik,0,4,0,0,4,1,0,1,0,1,1,0,1,1,1,1,0
Inpp4a,845,971,861,814,814,935,656,721,789,914,889,790,631,833,814,880,873
4930439A04Rik,20,1,5,0,0,16,22,0,0,0,0,31,0,30,0,0,19
Gm37135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coa5,2807,3527,3225,4565,3106,2785,3318,2272,2643,3823,3905,4034,3118,2734,4458,2767,3690
Unc50,3553,3678,3915,4046,4348,3933,3846,4481,4262,4240,4723,3938,3722,3340,4002,4111,3852
Mgat4a,265,243,251,309,157,370,306,229,214,556,480,275,174,243,663,212,523
4930594C11Rik,2,1,3,3,2,2,2,3,4,3,1,2,4,2,2,1,3
Gm43213,1,0,0,0,1,17,1,0,3,0,0,0,1,11,24,11,0
Cracdl,199,72,135,196,203,272,60,168,91,81,161,121,47,170,207,106,92
4930556I23Rik,7,1,3,17,11,7,9,65,2,20,9,1,14,15,3,20,10
4930470B04Rik,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm19863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tsga10,193,156,215,91,283,217,190,103,196,81,284,522,84,80,679,158,336
Gm26805,9,7,8,6,5,4,1,10,6,6,7,7,4,7,5,5,5
Lipt1,389,125,186,132,194,61,306,158,282,251,200,229,120,186,217,438,217
Mitd1,3298,3368,2292,2516,3914,4137,3180,2313,3349,2193,4418,3894,2578,2571,4120,4775,3716
Mrpl30,4488,3495,2881,2958,4609,4355,3836,4150,4603,3671,4973,4771,3478,3312,4129,4519,4379
Lyg2,5,7,5,1,6,4,3,3,6,4,3,6,4,5,7,8,5
Gm15457,16,11,8,7,11,8,13,10,14,22,12,10,2,7,8,8,9
Lyg1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Txndc9,4506,4734,4418,4984,4724,3919,4468,3913,4238,5276,4768,4590,4301,4901,4729,4326,5252
Eif5b,3408,3728,2995,2607,3712,3554,2506,3723,3356,2850,3873,3577,3049,3318,3664,3283,3321
Rev1,655,698,414,321,559,545,998,268,664,382,624,380,336,362,660,765,812
Gm37062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Gm5099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aff3,1479,2120,2077,1068,1223,1272,1236,1453,1147,1189,1969,1734,1367,1214,1456,869,2045
Gm16150,32,62,19,2,15,28,2,13,9,41,18,1,13,21,23,37,8
Gm16151,44,33,0,21,41,21,19,17,16,13,20,49,16,14,0,19,42
Gm16152,4,14,0,1,1,1,4,1,2,2,1,7,1,5,28,57,0
Gm34727,37,3,0,0,10,1,0,20,0,0,11,0,22,1,34,1,0
Gm38135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2610300A13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonrf2,3,2,4,7,4,2,1,3,4,4,5,2,2,9,10,7,2
Chst10,2542,2982,1535,2037,2038,1377,2015,1078,1990,1746,2656,2219,1652,1307,1972,1556,2855
Gm37707,0,2,0,0,0,1,17,0,2,0,0,11,1,9,0,11,0
Gm6621,4,3,1,2,1,0,3,3,1,1,3,1,0,2,2,3,1
Nms,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Pdcl3,3432,3416,3530,2682,3801,3914,3373,4173,2968,3418,3628,3313,3689,3838,3892,3008,3420
Gm37309,7,5,24,2,6,65,32,10,15,3,35,6,29,31,12,3,0
Gm37821,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Gm37091,0,0,2,0,1,0,0,0,0,2,0,0,0,1,0,0,0
Mir6349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npas2,12,8,283,284,17,10,9,16,26,212,8,10,371,177,16,12,10
Gm20428,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm3617,35,21,23,25,16,19,25,15,25,40,19,21,15,23,14,18,23
Rpl31,1425,1563,969,1013,1852,1670,1466,1661,1939,1501,1537,1442,1222,1418,1534,1715,1178
Tbc1d8,14,13,4,11,49,106,43,105,54,57,68,57,12,30,11,53,59
Gm37265,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002076218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnot11,2331,1701,4160,4121,3145,2701,2608,4323,1779,4322,2995,3326,3814,3576,2899,3033,2804
Gm15832,72,142,81,138,74,164,58,138,32,141,61,124,52,121,104,124,66
Snord89,8,5,10,10,4,6,0,6,1,10,11,8,3,4,12,0,7
Rnf149,2096,2075,3812,4161,3181,2402,1521,2567,1753,3386,3195,3286,3688,3201,4500,3238,1990
Gm23722,0,4,7,8,9,15,1,0,1,3,8,9,3,18,0,4,1
Gm5100,4,5,3,1,5,3,11,5,10,7,6,5,4,4,4,4,3
Creg2,1,1,17,4,2,2,1,2,1,4,0,1,33,23,3,1,1
D930019O06Rik,3,2,13,37,31,0,3,1,1,12,0,4,0,4,1,0,2
Rfx8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,1,0
Gm3646,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700066B17Rik,2,14,0,0,20,27,0,31,1,4,0,1,0,2,0,38,0
Map4k4,1778,2278,1557,1643,2895,2833,1437,1100,1442,1530,2411,2476,1470,1334,2735,2874,2186
4930456G14Rik,0,4,0,1,1,2,1,2,1,2,2,4,5,0,2,1,0
Il1r2,321,339,8563,8712,97,17,86,5763,139,9422,148,0,8502,5147,177,0,339
Gm16894,16,0,217,186,15,31,5,245,17,333,17,1,173,183,0,0,24
Gm37347,0,0,4,32,0,4,0,5,0,37,2,0,27,7,0,0,0
Il1r1,36,28,3897,2307,35,22,19,777,28,1706,19,36,2142,1467,24,20,57
Gm38070,22,20,35,79,14,17,11,36,14,144,14,14,47,30,17,29,18
Il1rl2,444,78,231,363,183,24,310,117,268,331,151,114,252,435,66,55,225
Gm17970,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,2,0
Il1rl1,70,312,229,220,6,7,119,117,11,238,7,7,204,373,8,6,263
Il18r1,915,1018,4459,3802,960,538,777,2572,853,3541,997,255,3895,3563,1014,581,1104
Il18rap,0,126,1307,1267,27,1,42,492,32,917,5,19,1285,997,3,1,79
Gm35801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc9a4,0,0,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0
Gm37435,1,0,2,3,0,0,0,0,1,0,0,2,0,3,1,0,4
Slc9a2,60,2,86,3,0,1,0,1,4,32,2,2,11,92,0,0,1
Gm37623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37915,0,1,0,0,6,0,0,0,0,1,0,0,0,8,0,0,0
Mfsd9,47,66,0,0,109,24,33,44,21,0,113,32,33,7,52,41,5
Tmem182,1,0,3,0,1,0,0,0,3,2,1,1,1,1,3,2,0
Gm5973,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4930448I06Rik,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0
Gm28634,6,6,5,5,9,5,4,8,9,5,13,10,2,9,7,4,12
Gm29260,0,0,0,1,1,0,0,0,1,0,0,1,2,0,1,0,1
Gm5267,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
Gm8176,0,0,0,3,2,1,0,5,3,3,1,4,2,0,1,3,2
Gm9915,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gm29664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28175,2,0,0,1,2,0,0,1,0,0,1,1,1,1,0,0,0
Gm28140,0,1,1,0,1,1,3,1,0,2,0,1,1,0,1,1,0
Gm37047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantr1,44,55,36,35,37,22,38,30,50,42,32,36,34,26,42,29,42
4930420N18Rik,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
ENSMUSG00000121019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pou3f3,26,24,15,18,18,22,18,22,17,24,13,22,22,11,10,11,16
Gm20646,1,1,0,1,2,1,0,1,0,1,0,1,0,0,0,0,1
Pantr2,2,1,0,4,1,1,0,4,2,4,0,1,0,1,0,0,1
Dalir,31,43,37,31,29,27,34,24,28,24,24,32,22,31,29,16,32
Mrps9,1852,1626,2140,2212,1866,1649,2461,1967,1790,1571,2023,1603,2128,2006,1720,1576,2169
Gm23126,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0
Gpr45,10,3,199,334,23,5,41,248,8,155,17,3,295,214,53,41,32
ENSMUSG00002075628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgfbrap1,675,506,791,426,510,279,500,304,765,808,655,411,664,334,541,564,887
Gm28782,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8430432A02Rik,29,76,26,1,16,0,11,0,31,7,31,0,0,3,0,0,20
AI597479,885,616,317,689,797,866,641,163,333,565,1369,509,633,670,1156,1296,783
Fhl2,106,209,308,226,120,70,117,421,201,557,88,120,443,339,341,103,194
