"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"Gm6085" 291.257900780404 0.535557830477543 0.364115731711144 1.47084507434138 0.141333019455424 0.999862242050609
"U6" 197.429964859585 -0.128247964460238 0.423564798636094 -0.302782395688227 0.762055700265808 0.999862242050609
"Gm6123" 61.3711952945873 -0.0154729145191593 0.678886041735977 -0.022791622699435 0.98181649040789 0.999862242050609
"Mrpl15" 5083.64871534845 -0.188790077403732 0.225035451715371 -0.838934825444824 0.401505883860456 0.999862242050609
"Gm37144" 506.07143958833 0.444347999948698 0.301525646633352 1.47366568950274 0.140571625152115 0.999862242050609
"Lypla1" 4959.0570078655 -0.449503651928318 0.234227201753721 -1.91909243914783 0.0549726361737042 0.832637762456336
"Tcea1" 3411.66199122346 -0.157413225943302 0.223488339595465 -0.704346482810847 0.48121702543253 0.999862242050609
"Gm37277" 29.288049114154 1.11448495555011 0.938890988811051 1.1870227415447 0.235218650342429 0.999862242050609
"Rgs20" 8.56129209426319 1.73195365881447 1.63382352010587 1.06006165139687 0.289116552603109 0.999862242050609
"Atp6v1h" 5464.84977753158 0.0345684149280526 0.20820047927894 0.166034271620187 0.868129979625343 0.999862242050609
"4732440D04Rik" 300.209336501818 0.428736219977229 0.382239384552845 1.12164323537402 0.262014160861043 0.999862242050609
"Rb1cc1" 5070.63580712392 0.140127671403886 0.22560648764037 0.621115433645054 0.534523675233366 0.999862242050609
"Gm37108" 533.102859199728 -0.0874151734992048 0.352436203896855 -0.248031196944761 0.804110269150445 0.999862242050609
"ENSMUSG00000120372" 462.863265696083 0.138480106883243 0.30680638481025 0.451359925149174 0.65173016149111 0.999862242050609
"Pcmtd1" 4199.83939202809 -0.10237303541332 0.212211127159214 -0.482411251397359 0.629513829911913 0.999862242050609
"Gm38372" 159.864106076843 -0.195213303917494 0.464511044687928 -0.420255462490981 0.674298841885474 0.999862242050609
"Gm9826" 16.950606137631 0.220385381234999 1.23824238009097 0.177982424748544 0.858736778381317 0.999862242050609
"Gm26901" 53.7404811884521 0.174372715649666 0.741339265328653 0.235213112005287 0.814043329550375 0.999862242050609
"Sntg1" 36.8138702800591 -0.325389937352409 0.811877322900115 -0.400787074813324 0.688576895781143 0.999862242050609
"Gm38259" 31.6963061228714 0.0395100768437325 0.870672307265489 0.0453788141807581 0.963805367423491 0.999862242050609
"Gm15452" 25.0874534714677 -0.811171246381846 0.996517613483964 -0.814005929655251 0.415641554027248 0.999862242050609
"ENSMUSG00002075967" 34.6871804318603 -0.0874453785302155 0.838118227989691 -0.104335373709699 0.916903206930659 0.999862242050609
"Rrs1" 3255.86294226899 0.00737840108889577 0.223569798603953 0.0330026735944169 0.973672455584154 0.999862242050609
"Mybl1" 30.3702654096517 -1.3320186099207 0.946428060919559 -1.40741664889617 0.159303877195913 0.999862242050609
"Vcpip1" 4357.56573429736 -0.00737335333168373 0.238251389103286 -0.030947787374651 0.975311179342605 0.999862242050609
"Sgk3" 2116.42645619172 -0.0648647736768309 0.23560813186348 -0.275307873135788 0.783079716218806 0.999862242050609
"Snhg6" 623.323323560496 -0.00194713579017819 0.2762631458572 -0.00704811995149243 0.99437646046721 0.999862242050609
"Mcmdc2" 131.553612801688 0.0170321142398754 0.467932460838098 0.0363986593479104 0.970964483157999 0.999862242050609
"Cops5" 3808.95061912238 -0.248180758243421 0.219744732992677 -1.12940480922331 0.258727105016927 0.999862242050609
"Cspp1" 1996.10704556898 0.00582765070227091 0.253074417339319 0.0230274192213481 0.981628401369381 0.999862242050609
"Arfgef1" 6391.42244492313 -0.158905627041352 0.218076368434182 -0.728669631571346 0.466203773478514 0.999862242050609
"7SK" 485.160924104621 0.0778049290997707 0.326810761793276 0.238073338444669 0.811824213116596 0.999862242050609
"Gm37569" 46.3778849106233 -0.208106285060017 0.748723716841516 -0.277948033939557 0.781052250309675 0.999862242050609
"Prex2" 95.8498999042816 0.274417801922231 0.534877191859383 0.513048240042312 0.607917576740488 0.999862242050609
"Gm38178" 63.7109601389911 0.433280681415891 0.646104124191481 0.67060503902229 0.502472171566465 0.999862242050609
"Ncoa2" 4472.30981235176 0.205839327379718 0.261640027392749 0.78672720466709 0.431441575142217 0.999862242050609
"Gm38376" 186.888735493662 -0.706414288595459 0.45951936557396 -1.5372894844445 0.124222435401704 0.999862242050609
"Gm37409" 58.809775433451 -0.0488999041942157 0.677520217633349 -0.0721748265535578 0.942462778414742 0.999862242050609
"Gm38120" 226.259600633369 -0.00730160262968876 0.408642207374721 -0.0178679600342734 0.985744189120837 0.999862242050609
"Gm38380" 113.161804174232 0.855123301143567 0.51738437673584 1.6527814514588 0.0983753503864122 0.999862242050609
"Tram1" 17531.0826744845 0.069428040131788 0.205535150572816 0.337791564792181 0.735520266972304 0.999862242050609
"Lactb2" 1189.81652901502 -0.122770749265651 0.250417438027562 -0.490264377084387 0.623946831188175 0.999862242050609
"Gm38319" 31.4549667746403 1.64435396142318 0.890006509631514 1.84757520717908 0.0646638190719625 0.893103825724437
"Gm5523" 46.6823505323092 -1.41677494355789 0.870930635755966 -1.62673683229449 0.103793002561333 0.999862242050609
"Msc" 11.3237155882891 -2.44537003894173 1.4893696019414 -1.64188260305178 0.100614335878457 0.999862242050609
"Rpl5-ps1" 343.607365831324 0.270384429795294 0.350887116391397 0.770573831766722 0.440959576909339 0.999862242050609
"Gm10566" 24.8413745626645 -0.495792395672989 1.01480928879352 -0.488557210845421 0.625155212757251 0.999862242050609
"Terf1" 2784.28544087708 0.0376652395674348 0.237796333550354 0.158392852425789 0.874147245622773 0.999862242050609
"Rpl7" 25623.0002934752 0.0183251561316303 0.207887513862484 0.08814938324652 0.929757946952023 0.999862242050609
"Rdh10" 350.974951981717 -0.161916227919837 0.351250675942364 -0.460970580299768 0.644819712413038 0.999862242050609
"Stau2" 32.7587712037995 -1.18492614960555 0.884790606709092 -1.33921646615665 0.18050021345151 0.999862242050609
"Ube2w" 1844.72585720649 -0.0642911676780388 0.230157187419999 -0.279335911247117 0.779987049471391 0.999862242050609
"Gm38342" 81.3091309605163 0.0896858436879674 0.590966669427357 0.151761255461111 0.879375241762365 0.999862242050609
"Eloc" 5115.52563110768 -0.182456700529753 0.2327829023856 -0.783806278983141 0.433153788961324 0.999862242050609
"D030040B21Rik" 26.1051339377805 -0.276575144561209 0.957070982052955 -0.288980806802798 0.772596065203344 0.999862242050609
"Tmem70" 2380.96740621382 -0.213510492017793 0.231963207750793 -0.920449816538043 0.357337746068982 0.999862242050609
"Ly96" 258.180357844896 -0.413794395063637 0.404386650407877 -1.02326423151276 0.306182930672915 0.999862242050609
"Pi15" 41.5232566348671 0.00328336351611879 0.7845924815701 0.00418480114612905 0.996661021521154 0.999862242050609
"Gm10075" 54.5820290291211 -0.155304211304366 0.723029858000764 -0.214796400986531 0.82992605900773 0.999862242050609
"Tfap2b" 22.0654453659537 0.133733534487096 1.02799898073384 0.13009111584102 0.89649433892129 0.999862242050609
"Pkhd1" 22.6831734632093 1.62693529940544 1.04811359399455 1.55225092845604 0.120602194487692 0.999862242050609
"Il17a" 61.1796559829341 0.312000348929134 0.785463517639502 0.397218129069529 0.691206614541546 0.999862242050609
"Il17f" 38.1419118799322 0.167369002876689 0.806312892002435 0.207573269058165 0.835562177945722 0.999862242050609
"Mcm3" 4821.13955787112 -0.695105133123626 0.241638821591376 -2.87662855060221 0.00401948437337603 0.179567419316655
"6720483E21Rik" 26.097042831974 0.0666437606801285 1.07618924102054 0.0619256894047099 0.950622009567541 0.999862242050609
"Paqr8" 238.077053204945 0.0162179402412817 0.428494534000532 0.0378486513932091 0.969808353936397 0.999862242050609
"Efhc1" 33.3768274499956 0.722283432611906 0.895684500709324 0.806403853187036 0.42001002591922 0.999862242050609
"Tram2" 287.963257726314 -0.0784050806947894 0.360951773232095 -0.217217607750535 0.828038763265566 0.999862242050609
"Tmem14a" 113.567706389712 -0.0221078757318321 0.539946641589122 -0.0409445564227721 0.967340096321938 0.999862242050609
"Gm38224" 226.202864687318 -0.154500940185082 0.413604040287574 -0.373547947156559 0.708740666836327 0.999862242050609
"Gsta3" 46.4807495094791 -1.05851999357822 0.733132910414989 -1.44383095962647 0.148786530974872 0.999862242050609
"Gm28836" 87.270980016064 -0.145097971445869 0.574715762619532 -0.252469100176613 0.800678495147436 0.999862242050609
"Gm4956" 9606.06959453582 -0.431833237107202 0.20687624265848 -2.08739887943582 0.036852093188101 0.678016214930566
"Gm21909" 77.4435871069738 -0.433926149231322 0.594355234707897 -0.730078787721252 0.465342026612385 0.999862242050609
"Khdc1a" 30.2558957194735 -0.378632047604138 0.943572887333847 -0.401274827505905 0.688217794586842 0.999862242050609
"Kcnq5" 365.286604379488 -0.322690340406019 0.330060387392083 -0.97767061038649 0.328237261958749 0.999862242050609
"Gm7658" 164.506179099969 -0.141645172965352 0.439285298352557 -0.32244460148464 0.747115899872085 0.999862242050609
"Ogfrl1" 260.90590276037 0.312758153718697 0.414971182574857 0.753686441015161 0.45103752549198 0.999862242050609
"B3gat2" 68.1245696677459 0.612035438265391 0.710914902102873 0.860912377072139 0.389286304295771 0.999862242050609
"Smap1" 3954.24181709741 0.0457814232883842 0.23330095372064 0.19623333106132 0.844427540775588 0.999862242050609
"Sdhaf4" 1530.68610679556 0.0502148557558575 0.262492605809642 0.191300077200167 0.848290500610774 0.999862242050609
"Fam135a" 65.7362111911993 0.383582893960706 0.626740929467783 0.612027834669163 0.540519341735801 0.999862242050609
"Tubb4b-ps2" 28.2556538450449 -0.905526243835903 0.956964419752758 -0.94624860145778 0.344021802323125 0.999862242050609
"Gm28439" 623.089074645698 0.117037919511343 0.325703849066578 0.359338459913071 0.7193419061505 0.999862242050609
"Gm10222" 48.6050059513707 -0.0544466360561843 0.774825623406355 -0.0702695347332749 0.943979130309301 0.999862242050609
"Gm28438" 286.660941096011 0.10625035065052 0.378203825467375 0.28093409821865 0.778760946795364 0.999862242050609
"Gm28437" 3743.19155798363 0.163827277544123 0.256477479976769 0.638758917776961 0.522979777698673 0.999862242050609
"Gm10925" 3619.37767734491 0.1048163288972 0.287124034745467 0.365055920832677 0.715069663615188 0.999862242050609
"Gm28661" 1331.65936353129 0.0848093068085193 0.272253218125274 0.311508923172748 0.75541376040685 0.999862242050609
"Gm29216" 2144.53123201585 -0.0507637938755482 0.30418421001359 -0.166885039408457 0.867460504887423 0.999862242050609
"Lmbrd1" 3171.99131121822 0.0320245971393493 0.215328672986255 0.14872425810841 0.881771218911507 0.999862242050609
"Gm9443" 40.1941542827431 0.03407102292265 0.779756864237474 0.0436944187159777 0.965147988189065 0.999862242050609
"Adgrb3" 68.7991587470952 0.620734971414239 0.616817898305077 1.00635045305904 0.31424701859882 0.999862242050609
"Gm37602" 63.6143961169424 -0.0154495101728496 0.634691994185824 -0.0243417442072325 0.980580015922787 0.999862242050609
"2900022M07Rik" 68.7629346596142 0.14427972288284 0.623726729382462 0.231318806916754 0.817067137048195 0.999862242050609
"Gm5524" 49.6428593640175 0.0184630715180368 0.705995333228691 0.0261518322417241 0.97913623502994 0.999862242050609
"Gm7846" 197.111099735635 -0.234944238998718 0.439375609829355 -0.534722988128462 0.592841422940292 0.999862242050609
"Gm5525" 85.8449017875677 -0.0829426411008826 0.570018146290336 -0.145508773081473 0.884309189552233 0.999862242050609
"Phf3" 5636.01149324468 0.302912446973682 0.245738816722316 1.23266015118796 0.217702584900057 0.999862242050609
"Gm37522" 36.8812014643125 -0.0462021542102972 0.840430987994686 -0.0549743582403334 0.95615889205181 0.999862242050609
"Gm37906" 109.89728924013 -0.0958997748587727 0.505271025973027 -0.189798682151017 0.849466888617153 0.999862242050609
"Ptp4a1" 2699.59241523216 -0.0990392985207777 0.285585653783149 -0.346793675413332 0.728746328910701 0.999862242050609
"5S_rRNA" 376.476427989825 0.23296336781241 0.359331259848898 0.648324801773087 0.516774895897591 0.999862242050609
"Semp2l1" 41.2726724209314 -0.309861130724536 0.781449950587944 -0.396520763090975 0.691720893737852 0.999862242050609
"Prim2" 736.641561638154 -0.47786152594633 0.279143002983659 -1.71188788842507 0.0869173310996186 0.995890223110979
"1700001G17Rik" 123.695093990353 -0.277818339209456 0.476004913909191 -0.583645947954345 0.559458539976069 0.999862242050609
